TICID,Camera,CCD,Tmag,RA,Dec
219763766,2,1,12.30,262.7195,60.4956
219763884,2,1,11.87,262.8800,60.8484
219764185,2,1,12.77,262.8332,61.7886
219764189,2,1,11.30,262.8890,61.7955
219765652,3,1,9.33,263.0040,65.7712
219765758,3,1,9.51,263.0303,65.4421
219765875,3,1,11.12,262.9643,65.0840
219771660,3,2,10.99,262.9805,62.5457
219771690,3,2,12.81,263.1376,62.4854
219771860,2,1,12.33,263.0116,62.0135
219772057,2,1,10.39,263.0868,61.4967
219772233,2,1,12.18,262.9901,61.0207
219772324,2,1,9.55,263.1427,60.7828
219772712,2,1,10.41,263.2171,60.1385
219772714,2,1,9.46,263.2324,60.1437
219773017,2,1,9.72,263.1652,60.9287
219773223,2,1,14.08,263.2283,61.5615
219773318,2,1,9.77,263.2412,61.7802
219773818,3,2,13.11,263.3109,63.2078
219773853,3,2,14.18,263.1704,63.3131
219774920,3,1,8.12,263.6220,65.2613
219775063,3,1,8.81,263.6186,64.8819
219775481,3,2,12.97,263.5973,63.5570
219775505,3,2,11.39,263.6200,63.4915
219775509,3,2,10.80,263.5131,63.4840
219775888,3,2,8.87,263.5280,62.3621
219776175,2,1,9.45,263.4898,61.5533
219776325,2,1,10.37,263.5434,61.1215
219776326,2,1,11.18,263.4861,61.1213
219776351,2,1,9.87,263.5633,61.0396
219776356,2,1,9.06,263.6224,61.0272
219776357,2,1,10.55,263.5136,61.0258
219776641,2,1,11.82,263.4583,60.2689
219776694,2,1,6.78,263.5388,60.0886
219776784,2,1,10.63,263.7739,59.9430
219776854,2,1,11.62,263.7984,60.1631
219777008,2,1,9.93,263.7725,60.5493
219777076,2,1,10.78,263.8435,60.7193
219777120,2,1,10.47,263.7299,60.8203
219777216,2,1,10.84,263.6842,61.0770
219777235,2,1,10.17,263.6756,61.1222
219777401,2,1,12.50,263.8232,61.6114
219777482,2,1,4.60,263.7513,61.8719
219777669,3,2,5.91,263.7940,62.4617
219778464,3,1,11.43,263.7099,64.8026
219778773,3,1,9.60,263.7196,65.7366
219778840,3,1,11.40,263.8076,65.9098
219779655,3,2,11.75,264.0218,63.5679
219780306,2,1,8.17,263.8968,61.6787
219780421,2,1,12.49,263.9936,61.3367
219780464,2,1,11.65,264.0546,61.2325
219780528,2,1,15.78,264.0354,61.0415
219780871,2,1,9.06,263.9322,59.9948
219785632,2,1,10.23,264.2985,60.2477
219785744,2,1,10.45,264.2196,60.5143
219785789,2,1,8.61,264.3036,60.6333
219785826,2,1,10.85,264.3264,60.7296
219785890,2,1,9.68,264.2819,60.9169
219785910,2,1,8.27,264.3045,60.9552
219786001,2,1,11.02,264.1527,61.1898
219786184,2,1,9.43,264.1883,61.6906
219786609,3,2,12.02,264.3216,62.9370
219787445,3,1,9.85,264.3026,65.6432
219787696,3,1,8.87,264.5618,65.4076
219787707,3,1,12.20,264.6036,65.3655
219787770,3,1,12.25,264.5209,65.1569
219788607,3,2,10.89,264.5027,62.6830
219788862,3,2,7.87,264.4285,61.9539
219789033,2,1,10.32,264.5964,61.4798
219789227,2,1,10.73,264.4276,60.9964
219789498,2,1,11.67,264.4863,60.2678
219789562,2,1,12.47,264.4424,60.0674
219789588,2,1,8.33,264.5398,60.0104
219790149,2,1,11.97,264.6702,61.2334
219790151,2,1,8.90,264.6650,61.2380
219790345,3,2,9.74,264.8297,61.7065
219790615,3,2,10.99,264.7515,62.3466
219790753,3,2,10.85,264.7118,62.7747
219790978,3,2,11.15,264.7779,63.3888
219791033,3,2,11.01,264.6390,63.5402
219791066,3,2,9.28,264.6447,63.6254
219791692,3,1,10.76,264.7978,65.4865
219791988,3,1,8.88,264.9567,65.4704
219792610,3,2,7.12,265.0752,63.6763
219793020,3,2,13.06,264.9407,62.5146
219793117,3,2,9.80,264.8673,62.2285
219793303,3,2,10.48,264.8722,61.6759
219793483,2,1,11.63,264.9343,61.1533
219793627,2,1,11.23,264.9520,60.7660
219793683,2,1,11.79,265.0117,60.6233
219794009,2,1,10.15,265.1205,60.0741
219794282,2,1,11.23,265.1216,60.7079
219794363,2,1,9.24,265.1694,60.9385
219794415,2,1,8.07,265.2338,61.0663
219795029,3,2,14.27,265.2224,62.7112
219795050,3,2,10.54,265.3166,62.7860
219795086,3,2,10.74,265.3326,62.8775
219795119,3,2,13.59,265.1768,62.9473
219795383,3,2,8.22,265.2737,63.6448
219796346,3,1,9.24,265.4998,65.4981
219797791,3,2,9.44,265.5018,61.4795
219797808,3,2,10.88,265.4835,61.4452
219797811,3,2,13.76,265.5180,61.4381
219797873,2,1,10.92,265.3962,61.2389
219798009,2,1,10.97,265.5833,60.8780
219798074,2,1,14.72,265.5886,60.6766
219798137,2,1,11.06,265.4388,60.5240
219798168,2,1,10.33,265.4964,60.4539
219798240,2,1,13.37,265.4756,60.3028
219798506,2,1,10.20,265.7360,60.1704
219798536,2,1,10.89,265.6088,60.2478
219798620,2,1,9.61,265.7104,60.4677
219798745,2,1,9.35,265.7671,60.7799
219799330,3,2,9.10,265.6814,62.1761
219799983,3,2,10.71,265.8299,63.8250
219801618,3,2,9.94,266.0198,63.3766
219802852,2,1,11.53,265.9326,60.0630
219803073,2,1,7.87,266.1906,60.3137
219803078,2,1,13.71,266.2378,60.3249
219803982,3,2,10.97,266.2735,62.6976
219804078,3,2,9.90,266.0785,62.9616
219804674,3,2,8.92,266.1216,64.6088
219805525,3,2,9.85,266.3799,64.7196
219805839,3,2,10.47,266.5203,63.7069
219806194,3,2,11.29,266.4179,62.7630
219806384,3,2,9.43,266.3714,62.2330
219806427,3,2,13.62,266.4950,62.1043
219806838,3,2,11.03,266.4148,60.9480
219807052,2,1,11.92,266.5483,60.4075
219807217,2,1,12.61,266.4415,59.9896
219807548,3,2,11.08,266.7360,60.7195
219807735,3,2,9.86,266.6171,61.1963
219807827,3,2,12.54,266.5639,61.4212
219808072,3,2,10.50,266.7647,62.1108
219808183,3,2,13.38,266.6026,62.4193
219808422,3,2,11.92,266.6799,63.1017
219808429,3,2,7.88,266.7998,63.1226
219808895,3,2,11.02,266.6627,64.4032
219809022,3,2,12.33,266.5847,64.7851
219810107,3,2,9.60,266.8085,64.1363
219810122,3,2,9.08,266.9791,64.0983
219810229,3,2,11.53,266.9126,63.7460
219810383,3,2,12.55,267.0101,63.3379
219810391,3,2,10.87,266.8447,63.3141
219810776,3,2,11.03,266.8740,62.2283
219810819,3,2,10.91,266.9087,62.0937
219811064,3,2,9.90,266.9853,61.5061
219811129,3,2,10.52,267.0317,61.3522
219811394,3,2,11.19,266.9257,60.7584
219811568,2,1,11.32,266.8361,60.2881
219811619,2,1,10.52,266.8706,60.1701
219811802,2,1,11.91,267.1660,60.1514
219812248,3,2,13.54,267.2706,61.2636
219812327,3,2,11.92,267.1639,61.4381
219812363,3,2,10.45,267.2749,61.5460
219812867,3,2,6.32,267.2652,62.7992
219812966,3,2,8.26,267.2754,63.0499
219813035,3,2,12.28,267.1168,63.2690
219813337,3,2,11.62,267.2370,64.1029
219813604,3,2,7.59,267.1684,64.7668
219814280,3,2,10.91,267.4037,65.1491
219814336,3,2,10.16,267.2946,64.9837
219814440,3,2,9.92,267.2958,64.7014
219814545,3,2,10.26,267.3682,64.3908
219815120,3,2,11.49,267.4930,62.8558
219815833,3,2,10.94,267.3932,60.9672
219816151,2,1,10.36,267.4767,60.1142
219816797,3,2,13.29,267.6143,61.2524
219817223,3,2,10.47,267.7625,62.3665
219817268,3,2,11.95,267.7778,62.4964
219817433,3,2,10.37,267.6072,62.9599
219817506,3,2,13.33,267.5892,63.1249
219817815,3,2,10.58,267.6681,63.9371
219818112,3,2,13.78,267.6778,64.8219
219818889,3,2,9.59,267.9299,64.9331
219819314,3,2,12.01,268.0074,63.6518
219819462,3,2,8.78,267.8879,63.2029
219819617,3,2,13.80,267.8110,62.7833
219819747,3,2,10.83,268.0195,62.4094
219820006,3,2,9.27,268.0101,61.7772
219820588,3,2,8.80,267.8098,60.3835
219820988,3,2,10.69,268.1752,60.5027
219820991,3,2,9.75,268.1686,60.5037
219821233,3,2,11.03,268.2159,61.1718
219821435,3,2,10.69,268.1988,61.7286
219821654,3,2,8.07,268.1236,62.3244
219821826,3,2,12.22,268.0296,62.7909
219821937,3,2,9.63,268.1945,63.0560
219822382,3,2,10.08,268.0703,64.2357
219822384,3,2,8.95,268.0721,64.2376
219822564,3,2,9.50,268.0493,64.7671
219822742,3,2,12.09,268.0926,65.3186
219824843,1,3,11.20,221.0462,27.8887
219824909,1,3,8.24,220.9983,27.4903
219825256,1,3,10.41,221.0304,25.3504
219825662,1,3,8.09,221.1843,24.7631
219825909,1,3,10.04,221.2208,26.2450
219826722,1,3,10.94,221.3457,29.6033
219826764,1,3,14.59,221.3682,29.3589
219827143,1,3,1.23,221.2464,27.0743
219827463,1,3,13.58,221.3610,25.0148
219828059,1,3,10.40,221.4164,26.2548
219828532,1,3,10.75,221.4607,29.1016
219833854,1,3,11.10,221.6358,28.4678
219833942,1,3,8.04,221.5926,27.8996
219834010,1,3,7.20,221.5129,27.5121
219834242,1,3,11.04,221.5398,26.1210
219834407,1,3,10.36,221.6182,25.2355
219834467,1,3,11.07,221.5338,24.9086
219835524,1,3,10.05,221.6370,28.8965
219835999,1,3,8.43,221.8506,28.2125
219836124,1,3,10.46,221.8967,27.4862
219836158,1,3,9.51,221.7932,27.2831
219836186,1,3,8.82,221.8652,27.0646
219839221,1,3,10.30,222.0335,25.9719
219839544,1,3,9.89,221.9188,27.8876
219840114,1,3,14.87,222.0587,28.4199
219840749,1,3,8.59,222.1343,24.7510
219840816,1,3,6.00,222.0966,24.3672
219841000,1,3,9.21,222.2049,24.3268
219841055,1,3,8.64,222.1983,24.5837
219841260,1,3,9.21,222.2598,25.7006
219841375,1,3,9.37,222.2668,26.4613
219841643,1,3,9.93,222.2238,27.8997
219842459,1,3,12.70,222.3324,27.3393
219842569,1,3,9.69,222.3027,26.6532
219842839,1,3,5.46,222.3117,25.1508
219843179,1,3,6.77,222.4841,24.7205
219843367,1,3,8.91,222.4573,25.7620
219843370,1,3,10.12,222.4977,25.7720
219843707,1,3,13.99,222.5098,27.8676
219843815,1,3,5.75,222.4934,28.6158
219843891,1,3,10.56,222.4802,29.0447
219843981,1,3,10.34,222.5323,29.6498
219844197,3,1,10.20,255.1717,71.1967
219844480,3,1,8.48,255.1476,70.0280
219844588,3,1,14.22,255.1561,69.6154
219844703,3,1,11.31,255.1169,69.1464
219844820,3,1,10.39,255.1575,68.6928
