#
# Full target list for orbit 27, sector 10
# Created Tue Mar 26 13:46:54 EDT 2019 
# Concatenation of GI astero exo bright DDT ppas lists
#
# TICID	      Camera   CCD	Tmag	   RA		  Dec
 38508884	4	4	12.18	 62.1808	-65.5918
 38509610	4	4	11.69	 62.3890	-63.7980
 38509826	4	4	11.36	 62.4698	-63.0942
 38509907	4	4	11.94	 62.3797	-62.8505
 38515801	4	4	13.24	 62.5519	-63.8560
 38515807	4	4	 9.77	 62.7588	-63.8795
 38516117	4	4	 9.46	 62.6457	-64.7973
 38516184	4	4	11.56	 62.5576	-65.0417
 38516267	4	4	 8.09	 62.5913	-65.3302
 38516338	4	4	10.70	 62.6405	-65.5692
 38516487	4	4	10.14	 62.8371	-65.8229
 38516573	4	4	10.05	 62.9686	-65.5266
 38516712	4	4	 9.58	 62.9483	-65.0322
 38517036	4	4	12.70	 62.9768	-63.9986
 38517360	4	4	10.79	 62.9483	-63.2174
 38517451	4	4	12.25	 62.9382	-62.9940
 38570700	4	4	 9.63	 63.1393	-63.4630
 38570890	4	4	11.09	 63.0820	-63.9763
 38570936	4	4	10.34	 63.1500	-64.1135
 38570985	4	4	 9.08	 63.1582	-64.2549
 38570991	4	4	13.54	 63.0504	-64.2729
 38571020	4	4	10.16	 63.1994	-64.3479
 38571276	4	4	10.60	 63.1465	-65.1240
 38571641	4	4	 8.96	 63.2630	-65.6132
 38571898	4	4	10.52	 63.4252	-64.8323
 38572209	4	4	10.81	 63.3974	-63.9005
 38572532	4	4	11.76	 63.3798	-62.9511
 38572739	4	4	11.82	 63.4547	-62.3108
 38574220	4	4	 4.64	 63.7023	-62.1913
 38574307	4	4	 2.58	 63.6066	-62.4735
 38574566	4	4	11.17	 63.5296	-63.2399
 38579388	1	4	12.59	180.3627	-18.3349
 38579391	1	4	10.86	180.3096	-18.3430
 38579500	1	4	14.32	180.3808	-18.6784
 38579531	1	4	10.40	180.3043	-18.7660
 38579945	1	1	 9.73	180.3532	-20.1030
 38580218	1	1	 8.20	180.3333	-20.9157
 38580644	1	1	10.23	180.2728	-22.1091
 38580997	1	1	 8.71	180.3361	-23.1215
 38581082	1	1	 8.87	180.2859	-23.3443
 38581200	1	1	 9.69	180.2659	-23.6358
 38581295	1	1	 8.23	180.3214	-23.9244
 38581831	1	1	 9.26	180.3931	-22.4501
 38581897	1	1	10.32	180.5152	-22.2945
 38582071	1	1	10.07	180.4011	-21.8295
 38582239	1	1	10.97	180.4004	-21.3283
 38582326	1	1	10.79	180.4877	-21.0786
 38582371	1	1	11.44	180.4435	-20.9307
 38582417	1	1	 7.62	180.5107	-20.8086
 38582605	1	1	10.11	180.4991	-20.2984
 38582947	1	4	11.15	180.4470	-19.0805
 38583375	4	4	 7.59	 63.5916	-64.9681
 38583513	4	4	14.08	 63.5290	-65.4136
 38583537	4	4	10.11	 63.7269	-65.4886
 38583597	4	4	13.63	 63.5079	-65.6622
 38584634	4	4	11.55	 63.7669	-63.2733
 38584748	4	4	14.00	 63.9791	-62.8727
 38585015	4	4	12.86	 63.7727	-62.1245
 38585033	4	4	13.72	 63.7985	-62.0701
 38585053	4	4	13.89	 63.8103	-62.0028
 38586374	4	4	11.73	 63.9929	-61.8254
 38586416	4	4	10.71	 64.0459	-61.9363
 38586438	4	4	11.65	 64.0894	-62.0133
 38586707	4	4	10.36	 64.0498	-62.8772
 38586793	4	4	10.78	 64.1627	-63.1513
 38586863	4	4	 8.77	 64.2050	-63.3349
 38587180	4	4	 7.69	 64.1642	-64.3154
 38587266	4	4	10.25	 64.2065	-64.5193
 38587275	4	4	11.14	 64.1615	-64.5536
 38587506	4	4	 9.43	 64.1411	-65.1479
 38587665	4	4	 8.10	 64.2061	-65.6298
 38587771	4	4	 8.24	 64.1410	-65.9113
 38591698	1	4	10.25	180.5437	-18.2928
 38591861	1	4	 9.94	180.6149	-18.7614
 38591950	1	4	11.02	180.5698	-19.0707
 38592005	1	4	10.16	180.5642	-19.2728
 38592828	1	1	 9.87	180.6370	-21.8113
 38594419	1	1	13.19	180.7393	-21.5943
 38594608	1	1	10.20	180.7106	-21.1918
 38594718	1	1	12.76	180.7468	-20.8768
 38600500	4	4	11.11	 64.2001	-65.7864
 38600576	4	4	 8.40	 64.4306	-65.7099
 38600988	4	4	 9.18	 64.3779	-65.0783
 38601045	4	4	10.79	 64.4193	-64.9685
 38601129	4	4	 9.76	 64.4595	-64.8508
 38601519	4	4	12.42	 64.2401	-64.2977
 38601557	4	4	10.20	 64.3450	-64.2654
 38601999	4	4	10.74	 64.3087	-63.6733
 38602091	4	4	11.10	 64.3792	-63.5598
 38602305	4	4	 6.13	 64.4179	-63.2552
 38602307	4	4	 7.18	 64.4179	-63.2544
 38602419	4	4	 7.68	 64.3215	-63.0967
 38602516	4	4	11.46	 64.2959	-62.9866
 38607298	4	4	11.10	 64.6393	-63.4255
 38608850	4	4	10.85	 64.6238	-65.3474
 38608863	4	4	10.99	 64.6073	-65.3558
 38608928	4	4	11.20	 64.5432	-65.4397
 38608953	4	4	12.14	 64.5778	-65.4738
 38609021	4	4	11.09	 64.5842	-65.5592
 38609673	4	4	11.19	 64.9533	-65.4548
 38610352	4	4	10.87	 64.7262	-64.5908
 38625510	1	1	12.45	180.7917	-21.4334
 38626485	1	1	10.25	181.0044	-23.6649
 38626683	1	1	11.19	180.9260	-23.1068
 38627597	1	1	 8.44	181.0079	-20.5532
 38631826	4	4	11.02	 64.9001	-63.9213
 38632461	4	4	11.96	 64.9179	-62.0198
 38633580	4	4	11.00	 65.1301	-61.3054
 38633847	4	4	11.31	 65.1288	-62.1113
 38634014	4	4	 9.73	 65.0104	-62.5489
 38634033	4	4	11.21	 65.0818	-62.6113
 38634087	4	4	11.11	 64.9755	-62.7641
 38634217	4	4	 7.50	 65.0794	-63.1738
 38634352	4	4	10.17	 65.0393	-63.6249
 38634401	4	4	12.04	 65.0855	-63.7836
 38634453	4	4	11.90	 65.1557	-63.9196
 38634572	4	4	11.24	 65.1353	-64.2828
 38634757	4	4	 9.31	 65.0082	-64.7994
 38634770	4	4	10.97	 65.0501	-64.8319
 38634797	4	4	10.05	 65.0043	-64.9069
 38634946	4	4	11.72	 65.0689	-65.2713
 38635141	4	4	11.38	 65.0038	-65.8949
 38635211	4	4	 9.58	 65.2684	-65.8355
 38635641	4	4	11.03	 65.2192	-64.5540
 38635741	4	4	10.95	 65.3834	-64.2287
 38635760	4	4	10.70	 65.3148	-64.1808
 38635856	4	4	 9.38	 65.2892	-63.9001
 38635906	4	4	11.47	 65.2674	-63.7706
 38636559	1	4	13.20	180.9125	-18.1966
 38636974	1	4	 9.55	181.1059	-19.1654
 38678868	4	4	 8.15	 65.4048	-62.1219
 38679058	4	4	11.99	 65.3246	-61.5064
 38680066	4	4	10.55	 65.6761	-61.4173
 38680132	4	4	13.28	 65.6781	-61.6326
 38680230	4	4	 9.72	 65.5270	-61.9162
 38680567	4	4	11.31	 65.5316	-62.9384
 38680691	4	4	10.94	 65.4638	-63.2719
 38680734	4	4	 4.43	 65.4732	-63.3855
 38681159	4	4	12.65	 65.4514	-64.4572
 38681518	4	4	14.33	 65.6772	-65.5750
 38682119	4	4	14.14	 65.8323	-64.6055
 38682820	4	4	11.78	 65.8749	-62.5822
 38682823	4	4	11.28	 65.8725	-62.5775
 38682841	4	4	 8.31	 65.7128	-62.5198
 38682869	4	4	10.58	 65.9159	-62.4278
 38696692	4	4	10.65	 66.0836	-61.9940
 38696807	4	4	10.99	 66.0350	-62.3470
 38696814	4	4	 9.84	 65.9409	-62.3675
 38696898	4	4	11.10	 66.0447	-62.6443
 38697111	4	4	 8.60	 65.9733	-63.2987
 38697401	4	4	 9.76	 65.9628	-64.1589
 38697412	4	4	 8.12	 66.0538	-64.1895
 38697444	4	4	 8.60	 66.0546	-64.2640
 38697821	4	4	11.22	 66.1023	-65.3732
 38698083	4	4	 7.68	 66.3649	-65.8128
 38698669	4	4	11.28	 66.3347	-64.1380
 38698692	4	4	 7.28	 66.2874	-64.0784
 38698751	4	4	13.58	 66.3771	-63.9288
 38699083	4	4	12.70	 66.2021	-63.0351
 38699405	4	4	10.46	 66.3931	-62.0802
 38699470	4	4	11.00	 66.2094	-61.8635
 38699486	4	4	11.06	 66.3599	-61.8159
 38699545	4	4	 7.72	 66.3034	-61.6216
 38699578	4	4	10.55	 66.3911	-61.4773
 38699658	4	4	 4.68	 66.2720	-61.2380
 38707757	4	4	 9.60	 66.5578	-61.7319
 38707769	4	4	11.02	 66.5888	-61.7742
 38707774	4	4	10.33	 66.5145	-61.7912
 38707949	4	4	 9.82	 66.4446	-62.2661
 38708024	4	4	11.61	 66.4603	-62.4964
 38708042	4	4	 9.98	 66.5047	-62.5507
 38708544	4	4	 9.40	 66.6153	-64.0262
 38709037	4	4	12.02	 66.4150	-65.4426
 38709082	4	4	 9.13	 66.6215	-65.5838
 38709256	4	4	13.28	 66.6661	-65.8105
 38709288	4	4	 9.96	 66.7675	-65.7310
 38709365	4	4	 9.54	 66.7177	-65.4920
 38709845	4	4	 9.05	 66.7903	-64.1402
 38709988	4	4	12.00	 66.6597	-63.7513
 38710183	4	4	 9.87	 66.8936	-63.1790
 38710225	4	4	 9.86	 66.7384	-63.0778
 38710712	4	4	 8.90	 66.7830	-61.7120
 38711529	4	3	11.32	 67.0503	-60.3594
 38759499	4	4	 8.68	 66.9850	-61.8077
 38759601	4	4	11.89	 67.1381	-62.0637
 38759628	4	4	10.42	 67.0258	-62.1551
 38759751	4	4	 4.75	 66.9417	-62.5212
 38760605	4	4	10.15	 67.0440	-64.8654
 38760712	4	4	10.32	 66.9410	-65.1883
 38760820	4	4	10.71	 67.1171	-65.4795
 38760904	4	4	 7.78	 67.0890	-65.7112
 38761335	4	4	10.80	 67.2023	-65.0123
 38761384	4	4	 8.41	 67.2380	-64.9025
 38761440	4	4	 9.83	 67.3457	-64.7389
 38761624	4	4	 9.88	 67.2220	-64.2133
 38761739	4	4	10.94	 67.2282	-63.8889
 38763021	4	3	 8.45	 67.3195	-60.2679
 38763180	4	3	10.66	 67.4518	-60.0419
 38763320	4	3	11.56	 67.5431	-60.4377
 38763326	4	3	 9.95	 67.5075	-60.4437
 38763343	4	3	12.51	 67.6092	-60.4716
 38764156	4	4	 9.78	 67.5013	-62.8281
 38810787	4	4	10.29	 67.5341	-63.3935
 38811498	4	4	 8.02	 67.3873	-65.3775
 38811785	4	4	 9.86	 67.8396	-65.7661
 38811794	4	4	10.58	 67.7908	-65.7510
 38811979	4	4	11.47	 67.7246	-65.2579
 38812501	4	4	 9.93	 67.6855	-64.0015
 38812653	4	4	10.58	 67.6535	-63.6079
 38812902	4	4	11.39	 67.7835	-62.9808
 38813099	4	4	 9.80	 67.8477	-62.5115
 38813141	4	4	 8.34	 67.6941	-62.3793
 38813192	4	4	10.38	 67.8236	-62.2534
 38813258	4	4	10.61	 67.7621	-62.0596
 38813309	4	4	12.22	 67.6773	-61.9057
 38813375	4	4	11.41	 67.8193	-61.7111
 38813997	4	3	 9.60	 67.6793	-60.3061
 38814359	4	3	12.23	 68.1165	-60.5724
 38815181	4	4	11.40	 68.0232	-62.6852
 38815302	4	4	 9.84	 67.8772	-62.9296
 38815338	4	4	13.36	 67.9496	-63.0205
 38815522	4	4	11.32	 67.8861	-63.4660
 38824218	4	4	12.01	 68.0691	-64.1249
 38824311	4	4	 9.29	 67.9065	-64.3371
 38824355	4	4	12.99	 67.9768	-64.4461
 38824365	4	4	10.52	 68.0034	-64.4726
 38824524	4	4	11.84	 67.9743	-64.8707
 38825084	4	4	10.81	 68.2622	-65.6536
 38825397	4	4	 8.00	 68.1219	-64.8535
 38826026	4	4	10.66	 68.1535	-63.2564
 38826578	4	4	12.07	 68.2976	-61.9120
 38827042	4	3	11.15	 68.3054	-60.6763
 38827175	4	3	 9.22	 68.1214	-60.3118
 38827449	4	3	11.10	 68.4068	-60.2097
 38828272	4	4	11.99	 68.4858	-62.1472
 38828538	4	4	 4.76	 68.3902	-62.8238
 38828707	4	4	10.38	 68.5181	-63.2659
 38828734	4	4	11.13	 68.5570	-63.3111
 38828908	4	4	11.76	 68.5095	-63.7441
 38841851	4	4	10.47	 68.3906	-64.0349
 38842265	4	4	11.27	 68.5973	-65.0562
 38842601	4	4	 9.83	 68.5571	-65.8760
 38842861	4	4	12.43	 68.7387	-65.4312
 38843381	4	4	11.06	 68.6882	-64.0807
 38843695	4	4	10.92	 68.7256	-63.2357
 38843897	4	4	 9.09	 68.7295	-62.7008
 38843964	4	4	 9.89	 68.7597	-62.5497
 38844604	4	3	 8.96	 68.6401	-60.8029
 38846471	4	4	10.00	 68.8813	-63.9161
 38846515	4	4	10.31	 68.9599	-64.0270
 38875458	4	4	10.21	 68.9357	-64.1098
 38876195	4	4	11.28	 69.0317	-65.8661
 38877461	4	4	10.72	 69.2340	-63.0169
 38877496	4	4	 9.56	 69.1720	-62.9148
 38877648	4	4	10.35	 69.2694	-62.4297
 38905525	4	3	10.85	 69.2647	-60.6667
 38905722	4	3	10.02	 69.2829	-60.1327
 38905773	4	3	15.16	 69.1843	-60.0169
 38907043	4	4	10.86	 69.3314	-63.3792
 38907182	4	4	11.56	 69.5065	-63.7472
 38907305	4	4	10.49	 69.5451	-64.0640
 38907321	4	4	11.38	 69.3683	-64.1018
 38907328	4	4	 8.88	 69.3906	-64.1222
 38907513	4	4	10.50	 69.4348	-64.6544
 38908033	4	4	10.79	 69.5654	-65.7398
 38908257	4	4	 9.94	 69.6187	-65.7081
 38908399	4	4	 9.17	 69.6025	-65.4093
 38908752	4	4	 9.86	 69.7208	-64.7103
 38908780	4	4	11.36	 69.6172	-64.6408
 38908923	4	4	10.23	 69.6032	-64.2872
 38909083	4	4	10.19	 69.6640	-63.8979
 38909096	4	4	13.35	 69.7243	-63.8577
 38909361	4	4	10.56	 69.7759	-63.1793
 38909487	4	4	12.05	 69.7796	-62.8732
 38909490	4	4	10.80	 69.6723	-62.8555
 38909532	4	4	11.04	 69.7230	-62.7604
 38909586	4	4	10.91	 69.5767	-62.6278
 38909679	4	4	 6.59	 69.7053	-62.3784
 38939275	4	3	 9.46	 69.6510	-61.3435
 38939497	4	3	11.33	 69.6311	-60.7661
 38939536	4	3	 9.90	 69.8120	-60.6483
 38939558	4	3	10.01	 69.6001	-60.6013
 38939585	4	3	14.21	 69.6167	-60.4795
 38940036	4	3	 9.29	 69.8694	-60.6123
 38941401	4	4	10.09	 69.9639	-63.3574
 38941604	4	4	10.28	 69.8926	-63.8839
 38941653	4	4	10.39	 70.0180	-64.0533
 38942330	4	4	10.77	 69.8677	-65.5420
 38942483	4	4	10.93	 69.8369	-65.8486
 38942595	4	4	11.28	 70.2788	-65.8671
 38942727	4	4	10.30	 70.1034	-65.6437
 38942878	4	4	11.31	 70.1465	-65.4092
 38943091	4	4	 9.85	 70.2085	-64.9525
 38943179	4	4	10.91	 70.1023	-64.7474
 38943708	4	4	11.53	 70.1256	-63.4708
 38943958	4	4	10.39	 70.2976	-62.8515
 38943971	4	4	 8.13	 70.2054	-62.8006
 38954437	4	3	12.94	 70.2210	-60.9135
 38954454	4	3	10.59	 70.1993	-60.8584
 38954456	4	3	 8.16	 70.2612	-60.8459
 40183989	4	4	 9.95	 76.8703	-71.1309
 40185044	4	4	10.33	 76.9522	-70.7186
 40187273	4	4	12.11	 77.0322	-70.1067
 40268862	4	4	12.71	 77.1113	-69.2256
 40273492	4	4	11.52	 76.8845	-68.5930
 40274180	4	4	 9.13	 77.1007	-68.4762
 40275791	4	4	12.21	 76.9629	-68.1109
 40277178	4	4	10.91	 76.9754	-67.6978
 40278737	4	4	11.13	 77.0348	-67.1127
 40335866	4	4	 9.71	 77.2971	-66.1733
 40336359	4	4	10.53	 77.2394	-66.4425
 40339576	4	4	 9.50	 77.4528	-67.8685
 40340867	4	4	12.26	 77.2829	-68.2444
 40343782	4	4	12.06	 77.4383	-68.7694
 40345412	4	4	10.18	 77.3644	-68.9771
 40404266	4	4	11.36	 77.4338	-69.5761
 40404470	4	4	10.01	 77.2941	-69.6034
 40405143	4	4	 7.91	 77.3580	-69.7139
 40409739	4	4	10.88	 77.1811	-70.8214
 40511114	4	4	 9.74	 77.6982	-69.7515
 40514802	4	4	10.79	 77.7489	-69.2051
 40515514	4	4	12.55	 77.4951	-69.1172
 40516132	4	4	10.40	 77.5735	-69.0349
 40518041	4	4	10.37	 77.5951	-68.7733
 40519210	4	4	10.66	 77.5940	-68.6028
 40521027	4	4	11.88	 77.7059	-68.2025
 40523773	4	4	12.89	 77.7157	-67.1740
 40555625	1	4	10.02	181.0465	-13.7030
 40556338	1	4	11.87	180.9482	-16.4306
 40556396	1	4	 9.78	180.9773	-16.6052
 40556652	1	4	 9.73	181.0051	-17.5701
 40556977	1	4	 9.51	185.4666	-17.1487
 40557288	1	4	11.08	185.4942	-15.9646
 40557404	1	4	10.02	185.4943	-15.5733
 40557939	1	4	 9.26	185.4159	-13.6245
 40557961	1	4	 8.50	185.5203	-13.4904
 40559323	1	4	 9.18	185.8432	-15.7190
 40559349	1	4	 8.61	185.7851	-15.8239
 40560267	1	4	10.22	185.9577	-16.6007
 40560690	1	4	12.12	185.9067	-15.0100
 40560697	1	4	11.06	185.9157	-14.9892
 40601527	4	4	11.13	 77.5542	-66.0011
 40602710	4	4	10.76	 78.0081	-66.5831
 40602927	4	4	 8.50	 77.8047	-66.6879
 40603917	4	4	11.46	 77.9669	-67.1661
 40666800	4	4	 9.58	 77.9068	-70.3899
 40666957	4	4	 9.85	 77.8431	-70.4343
 40715891	4	4	10.99	 78.6204	-66.7824
 40716679	4	4	 4.10	 78.4397	-67.1851
 40717334	4	4	12.57	 78.4765	-67.4576
 40717592	4	4	10.37	 78.4184	-67.5758
 40719527	4	4	 8.06	 78.4021	-68.0217
 40719772	4	4	11.31	 78.3687	-68.0643
 40722575	4	4	10.78	 78.6500	-68.4779
 40793484	4	4	 8.57	 78.4307	-69.0056
 40795915	4	4	12.80	 78.4423	-69.3247
 40799637	4	4	16.78	 78.4617	-69.8632
 40800142	4	4	 9.72	 78.6114	-69.9515
 40802388	4	4	 9.94	 78.5534	-70.4543
 40802886	4	4	 8.57	 78.6365	-70.5849
 40803714	4	4	11.85	 78.5558	-70.8368
 40804568	4	4	13.23	 78.3802	-71.1760
 40806371	4	4	10.35	 78.7294	-71.7058
 40893005	4	4	 9.81	 78.8922	-70.5008
 40893888	4	4	11.12	 78.6744	-70.3118
 40895175	4	4	 9.43	 78.9216	-70.0445
 40897656	4	4	 9.39	 78.7052	-69.6636
 40904619	4	4	 9.94	 78.8244	-68.8421
 40971930	4	4	10.24	 78.6715	-67.6864
 40977330	4	1	11.44	 90.2012	-67.3552
 40978063	4	1	10.89	 90.1811	-67.8146
 40979026	4	1	12.47	 90.1048	-68.4830
 41029088	4	1	 9.54	 90.2295	-70.2754
 41029133	4	1	10.39	 90.2370	-70.3120
 41030435	4	1	 9.19	 90.1068	-71.5482
 41030714	4	1	11.01	 90.1973	-71.8250
 41030783	4	1	 9.67	 90.2355	-71.9326
 41030824	4	1	 8.81	 90.4616	-71.9588
 41031598	4	1	10.59	 90.4173	-71.1665
 41032824	4	1	 7.85	 90.3312	-70.0125
 41034345	4	1	10.67	 90.4000	-68.6675
 41034828	4	1	10.79	 90.2964	-68.3165
 41035485	4	1	 8.32	 90.4308	-67.8638
 41085704	4	1	10.56	 90.8080	-67.1987
 41085863	4	1	 7.18	 90.7832	-67.3101
 41087248	4	1	10.38	 90.8389	-68.2681
 41087940	4	1	12.22	 90.8799	-68.8329
 41088155	4	1	12.29	 90.6457	-69.0113
 41088191	4	1	10.39	 90.8314	-69.0345
 41088619	4	1	 9.35	 90.7202	-69.4310
 41089957	4	1	11.12	 90.8187	-70.6453
 41108888	4	1	10.15	 90.5893	-71.6717
 41109040	4	1	11.64	 90.7561	-71.8563
 41109842	4	1	10.83	 91.1134	-71.2113
 41110118	4	1	11.70	 91.1243	-70.9527
 41112771	4	1	 9.09	 90.9366	-68.5271
 41113406	4	1	 9.67	 90.9324	-68.0524
 41168549	4	2	14.85	 91.3586	-65.9986
 41170667	4	1	10.32	 91.2004	-67.5230
 41170928	4	1	 9.48	 91.2167	-67.7007
 41173156	4	1	 8.56	 91.4813	-69.4618
 41173537	4	1	11.46	 91.2974	-69.7995
 41173667	4	1	 8.05	 91.3989	-69.9151
 41174274	4	1	 9.37	 91.3655	-70.4627
 41174483	4	1	10.48	 91.3857	-70.6499
 41226271	4	1	 9.87	 91.6851	-70.8269
 41226614	4	1	 9.48	 91.7125	-70.5370
 41226621	4	1	11.19	 91.7586	-70.5291
 41227743	4	1	10.71	 91.5198	-69.4202
 41227922	4	1	 8.71	 91.5848	-69.2583
 41228237	4	1	10.02	 91.5718	-69.0055
 41229162	4	1	 9.94	 91.7490	-68.2755
 41229199	4	1	10.76	 91.5096	-68.2464
 41229386	4	1	 9.30	 91.6542	-68.1095
 41230564	4	1	 5.31	 91.7105	-67.2833
 41232189	4	2	 5.77	 91.5393	-66.0395
 41232835	4	2	10.01	 91.9808	-66.3599
 41254308	4	1	10.03	 91.8164	-67.7703
 41254937	4	1	10.04	 91.8090	-68.2522
 41254954	4	1	10.62	 92.0101	-68.2613
 41256040	4	1	10.50	 92.0729	-69.1721
 41256240	4	1	 9.23	 91.9358	-69.3444
 41256266	4	1	11.26	 92.0073	-69.3665
 41259321	4	1	11.25	 92.1783	-71.6149
 41259424	4	1	 8.33	 92.2640	-71.5062
 41259805	4	1	 8.85	 92.1222	-71.1199
 41260743	4	1	11.35	 92.2083	-70.1663
 41261064	4	1	 9.25	 92.0806	-69.8801
 41331819	4	1	 5.12	 92.1837	-68.8433
 41333410	4	1	11.01	 92.3305	-67.6795
 41335298	4	2	10.15	 92.0993	-66.3128
 41337525	4	1	10.39	 92.4924	-67.3029
 41337760	4	1	 8.73	 92.6272	-67.4646
 41358832	4	1	13.89	 92.6441	-68.9979
 41359534	4	1	10.62	 92.6453	-69.5968
 41361844	4	1	11.13	 92.6093	-71.8138
 41361938	4	1	11.40	 92.5177	-71.9021
 41362000	4	1	11.81	 92.8992	-71.9411
 41364284	4	1	 7.69	 92.8391	-69.7599
 41365130	4	1	11.29	 92.8722	-69.0801
 41462913	4	1	10.02	 93.2172	-68.1254
 41463056	4	1	11.60	 93.2738	-68.2361
 41463262	4	1	13.51	 92.9984	-68.3513
 41463811	4	1	10.89	 92.9986	-68.7744
 41464373	4	1	 8.07	 93.1624	-69.2400
 41464526	4	1	 9.02	 93.2636	-69.3742
 41464899	4	1	10.81	 93.0855	-69.7178
 41465344	4	1	11.21	 93.1343	-70.1238
 41482876	4	1	 9.84	 93.4344	-70.5610
 41483279	4	1	 9.94	 93.4525	-70.1991
 41483281	4	1	10.24	 93.5508	-70.1989
 41484615	4	1	 9.25	 93.5538	-69.0288
 41486441	4	1	10.05	 93.4201	-67.5851
 41526881	4	2	10.91	 93.7537	-65.9796
 41527048	4	2	12.09	 93.8554	-66.1316
 41527074	4	2	 8.46	 93.6977	-66.1513
 41529189	4	1	 9.44	 93.6679	-67.9774
 41529304	4	1	10.76	 93.7698	-68.0682
 41530109	4	1	11.32	 93.5897	-68.7099
 41530565	4	1	 8.98	 93.7422	-69.1334
 41531112	4	1	10.94	 93.6098	-69.5969
 41532261	4	1	 8.69	 93.7111	-70.5987
 41533230	4	1	10.66	 93.7795	-71.5701
 41533313	4	1	 5.30	 93.7281	-71.6560
 41533357	4	1	 6.07	 93.7749	-71.7025
 41587424	4	1	 9.95	 93.9473	-69.6114
 41589179	4	1	 9.79	 94.0529	-68.0335
 41591638	4	2	 9.70	 94.3893	-66.0575
 41593971	4	1	10.85	 94.2996	-68.1549
 41594564	4	1	 9.89	 94.4475	-68.6086
 41595212	4	1	 9.98	 94.4085	-69.1948
 41596872	4	1	 9.41	 94.4026	-70.7992
 44984200	3	3	12.58	129.5089	-58.9348
 45051634	3	3	 8.69	129.6675	-54.9536
 45054115	3	3	 8.95	129.6778	-55.9616
 45151645	3	3	 8.21	129.8705	-56.7446
 45155038	3	3	 9.73	129.8305	-55.3668
 45183467	3	3	 8.69	130.1563	-54.1094
 45188999	3	3	 7.75	130.1992	-56.1673
 45192367	3	3	 6.31	130.1811	-57.5454
 45193132	3	3	15.54	130.1493	-57.8997
 45297854	3	3	 4.65	130.1542	-59.7610
 45302816	3	3	11.00	130.3554	-57.6006
 45410088	3	3	 5.04	130.5860	-55.7743
 45459933	3	3	12.97	130.6234	-57.6230
 45460157	3	3	14.18	130.5668	-57.7179
 45460236	3	3	14.47	130.4496	-57.7588
 45464138	3	3	10.55	130.4592	-59.5713
 45466395	3	3	 8.09	130.6599	-59.1462
 45691605	3	3	 8.01	131.2316	-56.2270
 45696212	3	3	 2.28	131.1763	-54.7093
 45787487	3	3	 9.77	131.3501	-55.2978
 45789124	3	3	 6.51	131.4322	-55.8542
 45965273	3	3	13.25	131.5914	-55.8793
 46028220	3	3	 4.75	131.6772	-56.7697
 46028945	3	3	13.58	131.8147	-57.0395
 46029665	3	3	11.00	131.8281	-57.2985
 46029878	3	3	 9.39	131.7899	-57.3753
 46034586	3	3	12.10	131.8415	-59.3228
 46107485	3	3	 5.66	132.0582	-57.6584
 46112286	3	3	13.31	131.8862	-55.9807
 46223891	3	3	 8.06	131.8954	-54.3940
 46226875	3	3	 8.76	132.2250	-54.2729
 46265415	3	3	 5.04	132.1953	-57.4869
 46267191	3	3	 5.71	132.1125	-58.2270
 52216384	1	1	13.63	176.4212	-23.2033
 52216451	1	1	 9.04	176.3545	-23.0148
 52216586	1	1	11.76	176.3625	-22.6317
 52253973	1	1	12.29	176.6181	-23.3525
 52254594	1	1	 9.88	176.5814	-21.4834
 55269981	4	3	11.78	 76.2555	-63.3009
 55270025	4	3	10.25	 76.2776	-63.2167
 55270064	4	3	11.84	 76.2823	-63.1389
 55270123	4	3	 9.31	 76.2943	-63.0269
 55270688	4	3	12.24	 76.2960	-61.6449
 55270702	4	3	11.85	 76.2810	-61.6100
 55270896	4	3	10.58	 76.2415	-61.0665
 55271104	4	3	10.24	 76.1324	-60.3804
 55271188	4	3	10.06	 76.2756	-60.1366
 55271423	4	3	14.63	 76.5519	-60.3557
 55271544	4	3	12.10	 76.4859	-60.6728
 55271575	4	3	10.81	 76.5645	-60.7595
 55271890	4	3	11.25	 76.5060	-61.5706
 55271891	4	3	10.49	 76.5035	-61.5721
 55272070	4	3	 8.93	 76.5403	-62.0440
 55272119	4	3	 9.33	 76.5724	-62.1663
 55272169	4	3	11.38	 76.4278	-62.2833
 55272182	4	3	11.97	 76.5444	-62.3072
 55272404	4	3	 7.20	 76.5466	-62.7879
 55272549	4	3	10.97	 76.4606	-63.0984
 55272665	4	3	10.53	 76.4554	-63.3159
 55273342	4	4	10.79	 76.5871	-64.4296
 55274592	4	4	10.88	 76.4217	-65.6822
 55289476	4	4	10.00	 76.6228	-65.8127
 55290356	4	4	11.85	 76.7262	-65.4666
 55291546	4	4	 9.34	 76.8381	-64.8281
 55291551	4	4	11.02	 76.6193	-64.8271
 55293744	4	3	 7.58	 76.6602	-63.1487
 55294570	4	3	10.47	 76.6727	-62.3525
 55294944	4	3	11.59	 76.8151	-61.9334
 55295028	4	3	 9.21	 76.8039	-61.8051
 55295030	4	3	 9.65	 76.6839	-61.8018
 55295319	4	3	11.39	 76.7226	-61.4009
 55295368	4	3	 9.80	 76.6958	-61.3193
 55295497	4	3	10.64	 76.7127	-61.1359
 55295684	4	3	 9.33	 76.6138	-60.8537
 55296056	4	3	 9.39	 76.7403	-60.2209
 55296495	4	3	10.46	 77.0220	-60.2712
 55296811	4	3	11.81	 77.0023	-60.8020
 55297416	4	3	11.39	 77.0153	-61.6906
 55297808	4	3	 9.20	 77.0274	-62.2019
